NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,IAN_2020,IAN_2021,IAN_2022,IDA_2020,IDA_2021,IDA_2022,IEG_2020,IEG_2021,IEG_2022,IAA_2020,IAA_2021,IAA_2022,IPS_2020,IPS_2021,IPS_2022,IPP_2020,IPP_2021,IPP_2022,IPV_2020,IPV_2021,IPV_2022,INDE_2020,INDE_2021,INDE_2022,STATUS_ALUNO,ANO_INGRESSO,FASE_PARADA,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica
ALUNO-1036,1.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,3.3,,,8.41668,,,6.875,,,6.458333333333334,,,6.833326666666666,,,4.701666666666667,,,Desistiu em 2021,2020.0,,2.766666666666667,7.64584,6.64583
ALUNO-1041,3.0,,,Ametista,,,0.0,,,10.0,,,8.666666666666666,,,5.4,,,8.75001,,,7.5,,,7.96875,,,7.79167,,,7.793543333333334,,,Desistiu em 2021,2019.0,,8.02222222222222,8.125005,7.88021
ALUNO-1046,3.0,,,Ametista,,,1.0,,,5.0,,,7.666666666666667,,,9.3,,,7.5,,,7.5,,,8.333333333333334,,,8.83334,,,7.993334666666667,,,Desistiu em 2021,2018.0,,7.322222222222223,7.5,8.583336666666668
ALUNO-1047,4.0,,,Quartzo,,,0.0,,,10.0,,,0.0,,,2.1,,,7.5,,,7.5,,,7.916666666666668,,,5.611103333333333,,,4.833887333333333,,,Desistiu em 2021,2018.0,,4.033333333333333,7.5,6.763885
ALUNO-1051,3.0,3.0,3.0,Ágata,Quartzo,Ágata,0.0,0.0,0.0,10.0,10.0,5.0,3.6666666666666665,1.3,5.833333333333333,2.8,1.7,7.1875,9.16668,0.0,8.75001,7.5,7.5,5.625,7.5,6.9,8.125,7.72222,2.9,7.0416625,6.254445333333334,3.599,6.762500166666667,Ativo,2019.0,3.0,5.276388888888889,6.423615000000001,6.698147083333333
ALUNO-1056,3.0,,,Quartzo,,,0.0,,,2.5,,,2.6666666666666665,,,3.7,,,7.5,,,4.375,,,6.09375,,,5.0833275,,,4.336873833333334,,,Desistiu em 2021,2019.0,,2.9555555555555557,5.9375,5.58853875
ALUNO-1061,2.0,,,Ametista,,,0.0,,,5.0,,,9.0,,,8.5,,,9.50002,,,6.875,,,7.916666666666668,,,7.555549999999999,,,7.940278666666668,,,Desistiu em 2021,2018.0,,7.5,8.18751,7.736108333333334
ALUNO-1067,0.0,1.0,2.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,5.0,5.0,10.0,9.5,8.1,4.916666666666667,10.0,10.0,8.892921960072595,8.500020000000001,9.5,9.000020000000001,7.5,7.5,7.5,8.125,8.8,6.041666666666667,7.5,9.2,8.333333333333334,8.312502,8.544,7.682753058681186,Ativo,2018.0,2.0,7.934398736304363,8.250006666666666,8.0
ALUNO-1070,0.0,1.0,1.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,9.5,5.4,4.416666666666667,10.0,9.6,8.070175438596491,8.500020000000001,9.5,9.50002,7.5,7.5,5.0,5.0,8.3,4.6875,5.66666,8.7,5.16667,7.633334,7.758,5.949454421052632,Ativo,2019.0,1.0,6.887426900584796,7.916673333333333,6.253471666666667
ALUNO-1072,3.0,3.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,10.0,10.0,5.0,7.333333333333333,4.6,4.122222222222223,8.3,5.3,3.81578947368421,8.75001,9.2,9.58335,7.5,7.5,7.5,8.749999999999998,7.5,6.09375,7.833333333333334,8.2,4.83333,8.193334333333334,7.033,5.371978339181286,Ativo,2020.0,3.0,6.496816114359974,8.338893333333333,7.201735555555556
ALUNO-1075,4.0,5.0,5.0,Topázio,Ametista,Ametista,0.0,1.0,1.0,10.0,10.0,5.0,6.666666666666667,6.3,6.744444444444444,9.8,7.2,9.580419580419582,9.16668,7.5,7.5,10.0,7.5,5.625,8.749999999999998,7.8,7.96875,8.55556,9.4,8.458337499999999,8.796113333333334,7.859,7.566015304972806,Ativo,2016.0,5.0,7.921281187947855,7.881946666666667,8.488774583333333
ALUNO-1077,0.0,,,Ametista,,,0.0,,,10.0,,,7.5,,,10.0,,,9.50002,,,7.5,,,6.875,,,6.83333,,,8.254168,,,Desistiu em 2021,2020.0,,9.166666666666666,8.50001,6.854165
ALUNO-1078,1.0,2.0,2.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,10.0,0.0,5.583333333333334,8.0,1.7,7.662464985994397,7.416679999999999,9.0,8.000020000000001,6.875,8.1,7.5,7.083333333333334,7.7,6.458333333333334,7.833333333333333,5.7,5.833336666666667,7.804168000000001,4.45,6.511662330532213,Ativo,2019.0,2.0,5.327310924369748,7.815283333333333,6.768056111111111
ALUNO-1079,1.0,,,Ágata,,,0.0,,,5.0,,,4.25,,,6.7,,,9.000020000000001,,,7.5,,,7.291666666666667,,,7.666666666666667,,,6.602502,,,Desistiu em 2021,2019.0,,5.316666666666666,8.25001,7.479166666666667
ALUNO-1081,5.0,,,Quartzo,,,0.0,,,5.0,,,4.0,,,6.7,,,8.33334,,,3.125,,,6.09375,,,4.2916675,,,5.2535425,,,Desistiu em 2021,2017.0,,5.233333333333333,5.72917,5.1927087499999995
ALUNO-1084,0.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,10.0,10.0,5.0,9.0,5.6,5.0,10.0,9.6,8.932367149758454,9.000020000000001,8.0,7.50002,4.375,6.9,7.5,6.875,7.9,5.0,7.41667,8.2,5.888886666666667,8.308336,7.954,6.464252763285025,Ativo,2019.0,1.0,8.125818572195383,7.212506666666666,6.8800927777777785
ALUNO-1085,3.0,4.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,3.333333333333333,3.9,4.955555555555556,5.5,7.5,6.25,9.16668,8.8,8.75001,7.5,7.5,7.5,7.96875,7.3,6.25,7.375,5.5,5.833336666666667,6.205209666666667,6.234,6.157779444444444,Ativo,2019.0,5.0,5.159876543209876,8.202781666666667,6.704514444444444
ALUNO-1087,2.0,2.0,,Ametista,Ametista,,0.0,0.0,,10.0,5.0,,6.0,5.0,,8.6,8.8,,7.50002,8.5,,7.5,7.5,,7.708333333333334,8.1,,7.222219999999999,8.3,,7.635279333333334,7.329,,Desistiu em 2022,2018.0,,7.233333333333334,7.750005,7.832638333333333
ALUNO-1088,5.0,,,Ágata,,,0.0,,,5.0,,,2.6666666666666665,,,4.8,,,8.75001,,,7.5,,,8.541666666666666,,,8.222223333333334,,,6.116945666666667,,,Desistiu em 2021,2018.0,,4.155555555555555,8.125005,8.381945
ALUNO-1089,0.0,1.0,,Topázio,Ágata,,1.0,0.0,,5.0,5.0,,8.5,3.6,,10.0,2.9,,9.50002,9.0,,7.5,7.5,,10.0,7.5,,10.00001,7.2,,8.900004,5.653,,Desistiu em 2022,2019.0,,5.833333333333333,8.375005,8.6750025
ALUNO-1090,1.0,1.0,1.0,Ágata,Ametista,Quartzo,0.0,1.0,0.0,5.0,5.0,5.0,8.0,3.7,1.0,4.6,8.8,5.481481481481482,7.00002,8.5,8.500020000000001,7.5,7.5,7.5,7.083333333333333,7.9,5.833333333333334,7.166663333333332,9.0,5.999993333333334,6.611668,7.179,5.179630296296297,Ativo,2018.0,1.0,5.175720164609054,7.750006666666667,7.163887222222223
ALUNO-1092,6.0,,,Quartzo,,,0.0,,,10.0,,,2.0,,,4.9,,,0.0,,,7.5,,,7.96875,,,6.9166625,,,5.3102075,,,Desistiu em 2021,2019.0,,5.633333333333333,3.75,7.4427062500000005
ALUNO-1093,5.0,6.0,7.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,10.0,5.0,5.333333333333333,5.4,4.733333333333333,9.1,7.2,7.370098039215687,9.16668,7.9,7.91667,7.5,7.5,7.5,8.333333333333332,8.0,8.28125,7.055553333333334,6.8,8.055556666666668,7.297778666666666,7.225,6.901589607843138,Ativo,2016.0,7.0,6.570751633986928,7.913891666666667,7.754282222222222
ALUNO-1094,2.0,,,Ametista,,,0.0,,,5.0,,,8.5,,,9.3,,,9.000020000000001,,,7.5,,,7.8125,,,7.75,,,8.041252,,,Desistiu em 2021,2019.0,,7.6000000000000005,8.25001,7.78125
ALUNO-1095,0.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,1.0,0.0,10.0,10.0,10.0,10.0,8.9,9.916666666666668,10.0,9.2,9.666666666666666,10.00002,10.0,10.00002,7.5,8.1,7.5,7.5,9.2,6.25,8.083335,9.7,8.055563333333334,9.116669,9.294,8.902781333333333,Ativo,2019.0,1.0,9.742592592592594,8.850006666666667,8.131483055555554
ALUNO-1097,3.0,,4.0,Ametista,,Topázio,0.0,,0.0,10.0,,10.0,6.666666666666667,,6.677777777777778,7.4,,9.691650853889945,9.58335,,9.16668,7.5,,5.625,7.96875,,7.96875,7.5,,8.000005,7.818543333333334,,8.149929726333543,Retornou em 2022,2017.0,4.0,8.406015883055732,7.9687575,7.85937625
ALUNO-1100,8.0,,,Topázio,,,0.0,,,10.0,,,8.9,,,10.0,,,9.16668,,,7.5,,,0.0,,,0.0,,,8.976668,,,Desistiu em 2021,2018.0,,9.633333333333333,8.33334,0.0
ALUNO-1103,2.0,2.0,3.0,Ágata,Quartzo,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,3.5,3.3,3.277777777777777,8.9,2.9,7.442630898513252,7.91668,0.0,10.00002,4.375,5.6,5.0,4.6875,6.0,6.09375,8.583335,5.5,6.2916575,6.394585,4.0,6.011790235258207,Ativo,2016.0,3.0,4.924489852921225,5.48195,6.192707083333333
ALUNO-1105,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,7.5,5.5,5.083333333333334,9.4,6.3,8.505050505050505,7.50002,9.5,9.50002,7.5,6.3,4.375,7.1875,7.3,6.041666666666667,7.75,7.3,7.88889,7.648752,6.621,6.787123434343435,Ativo,2016.0,2.0,6.365375982042648,7.44584,7.2446761111111115
ALUNO-1106,0.0,,2.0,Ametista,,Ágata,1.0,,0.0,5.0,,5.0,9.5,,5.583333333333334,9.9,,8.015728977616455,9.000020000000001,,9.000020000000001,4.375,,6.25,2.5,,5.0,8.833335,,6.55555,7.734169,,6.555924462189958,Retornou em 2022,2019.0,2.0,7.166510385158298,7.1562600000000005,5.72222125
ALUNO-1110,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,5.0,10.0,5.0,8.5,5.1,4.583333333333333,7.7,5.4,6.966300131667912,9.50002,9.0,9.000020000000001,7.5,7.5,7.5,8.125,6.5,6.458333333333332,8.0,7.3,7.499996666666666,7.852501999999999,6.871,6.605761359666916,Ativo,2019.0,2.0,6.47218149611125,8.33334,7.313888333333334
ALUNO-1112,6.0,7.0,,Ágata,Ametista,,0.0,0.0,,10.0,10.0,,4.5,6.5,,5.8,7.2,,7.91667,8.3,,6.25,6.3,,7.5,7.8,,7.9166675,6.3,,6.8100005,7.242,,Desistiu em 2022,2018.0,,7.333333333333333,7.1916675,7.379166875
ALUNO-1119,1.0,2.0,,Topázio,Ametista,,0.0,0.0,,10.0,10.0,,9.0,5.6,,8.8,5.8,,10.00002,10.0,,7.5,7.5,,7.8125,7.1,,7.25,8.2,,8.541252,7.383,,Desistiu em 2022,2019.0,,8.2,8.750005,7.590625
ALUNO-1123,3.0,4.0,4.0,Ametista,Ametista,Ametista,1.0,0.0,1.0,5.0,5.0,2.5,8.333333333333334,7.5,7.866666666666666,8.7,8.6,9.201754385964913,8.33334,7.5,8.33334,6.875,6.3,6.875,9.166666666666666,8.3,7.8125,9.611113333333332,8.5,9.25,8.266390000000001,7.634,7.815768210526317,Ativo,2019.0,4.0,6.966861598440546,7.369446666666666,8.773380000000001
ALUNO-1127,2.0,3.0,3.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,5.0,10.0,5.0,6.5,5.5,7.166666666666667,8.2,7.8,9.736842105263158,8.000020000000001,9.2,10.00002,7.5,6.3,5.0,5.0,7.9,7.8125,9.33334,7.8,7.333335,7.356669999999999,7.547,7.628620754385966,Ativo,2018.0,3.0,7.211500974658871,7.666673333333333,7.529862499999999
ALUNO-1128,4.0,4.0,5.0,Ametista,Ametista,Topázio,1.0,0.0,1.0,10.0,5.0,5.0,6.666666666666667,8.1,8.666666666666666,5.5,8.9,9.056712962962962,9.16668,9.2,8.33334,10.0,5.0,8.75,9.375,8.8,6.458333333333334,9.7083425,8.9,9.4166775,8.229169833333334,7.961,8.28217875925926,Ativo,2018.0,5.0,7.432227366255144,8.408336666666667,8.776392222222222
ALUNO-1129,2.0,2.0,,Ametista,Ametista,,0.0,0.0,,10.0,10.0,,8.0,4.6,,9.1,7.9,,9.000020000000001,6.8,,5.0,6.9,,7.708333333333334,7.7,,7.222216666666665,8.1,,8.035278666666667,7.261,,Desistiu em 2022,2019.0,,8.266666666666667,6.9250050000000005,7.6826375
ALUNO-1130,2.0,2.0,3.0,Topázio,Topázio,Topázio,0.0,1.0,0.0,10.0,5.0,10.0,9.0,9.5,9.111111111111112,9.7,10.0,9.907407407407408,9.50002,10.0,9.16668,6.875,7.5,6.25,8.333333333333334,9.8,8.28125,7.888890000000001,9.9,8.208337499999999,8.788613333333334,9.107,8.815164203703704,Ativo,2019.0,3.0,9.135390946502058,8.215283333333334,8.735301805555556
ALUNO-1131,3.0,3.0,,Ágata,Ágata,,0.0,0.0,,10.0,5.0,,4.0,4.1,,8.1,5.6,,9.58335,7.1,,6.25,7.5,,7.34375,6.9,,6.541665,6.0,,7.046043,5.774,,Desistiu em 2022,2019.0,,6.133333333333333,7.608337499999999,6.69635375
ALUNO-1132,6.0,7.0,,Ágata,Ametista,,0.0,0.0,,5.0,5.0,,6.166666666666667,8.0,,8.0,8.6,,7.5,7.1,,6.25,7.5,,7.8125,8.3,,8.20834,7.4,,7.131251333333334,7.584,,Desistiu em 2022,2019.0,,6.794444444444444,7.0875,7.930210000000001
ALUNO-1133,6.0,,,Quartzo,,,0.0,,,5.0,,,5.833333333333333,,,4.5,,,0.0,,,6.25,,,7.8125,,,7.291665,,,5.431249666666666,,,Desistiu em 2021,2019.0,,5.111111111111111,3.125,7.5520825
ALUNO-1134,3.0,,,Ágata,,,0.0,,,10.0,,,4.833333333333333,,,6.7,,,9.58335,,,7.5,,,7.96875,,,6.8333325,,,7.178543166666667,,,Desistiu em 2021,2019.0,,7.177777777777777,8.541675,7.4010412500000005
ALUNO-1136,4.0,4.0,5.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,10.0,5.0,5.0,7.666666666666667,8.2,7.477777777777778,7.2,9.2,8.088984204793029,9.58335,8.8,7.08333,5.0,7.5,8.125,7.8125,8.8,5.833333333333334,7.6250025,9.1,8.2500025,7.737918833333333,8.292,7.367519229847495,Ativo,2019.0,5.0,7.5370476276930525,7.681946666666666,7.903473055555556
ALUNO-1137,8.0,,,Topázio,,,0.0,,,10.0,,,9.7,,,10.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,9.338335,,,Desistiu em 2021,2019.0,,9.9,8.541675,0.0
ALUNO-1139,2.0,3.0,,Ametista,Ágata,,0.0,0.0,,5.0,5.0,,7.5,5.0,,8.9,5.8,,6.91668,8.8,,7.5,7.5,,7.708333333333334,7.5,,7.499996666666666,7.3,,7.492500666666666,6.497,,Desistiu em 2022,2019.0,,6.2,7.67917,7.5020825
ALUNO-1141,2.0,2.0,3.0,Ágata,Ametista,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,6.0,6.9,6.166666666666667,7.0,5.0,4.647331154684096,8.500020000000001,7.4,7.08333,7.5,7.5,7.5,7.8125,8.1,5.0,7.5,8.9,4.91667,6.9812520000000005,6.969,5.604466564270153,Ativo,2019.0,3.0,5.634888646816751,7.580558333333333,7.038194999999999
ALUNO-1142,6.0,,,Quartzo,,,0.0,,,5.0,,,3.1666666666666665,,,7.0,,,7.5,,,6.25,,,7.1875,,,6.70833,,,5.968749333333333,,,Desistiu em 2021,2017.0,,5.055555555555555,6.875,6.947915
ALUNO-1145,3.0,,,Ágata,,,0.0,,,5.0,,,4.666666666666667,,,6.1,,,9.16668,,,6.875,,,8.125,,,5.777770000000001,,,6.225555333333334,,,Desistiu em 2021,2020.0,,5.2555555555555555,8.02084,6.951385
ALUNO-1148,4.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,1.2,,,6.66667,,,2.5,,,5.0,,,4.5416725,,,3.0650015,,,Desistiu em 2021,2018.0,,2.066666666666667,4.583335,4.77083625
ALUNO-1149,0.0,0.0,,Ágata,Ágata,,0.0,0.0,,5.0,5.0,,9.0,5.4,,10.0,4.2,,9.50002,9.0,,5.625,7.5,,2.5,5.0,,4.833325,6.3,,7.029166999999999,5.825,,Desistiu em 2022,2019.0,,6.433333333333334,7.906255,4.65833125
ALUNO-1150,1.0,1.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,10.0,5.0,5.0,9.5,5.8,6.416666666666666,8.8,8.8,8.771929824561404,9.50002,8.0,9.000020000000001,7.5,7.5,5.0,7.916666666666668,8.3,5.9375,7.61111,7.6,8.25,8.673890666666669,7.318,7.181471298245615,Ativo,2018.0,1.0,7.565399610136451,7.750006666666667,7.602546111111111
ALUNO-1156,3.0,4.0,4.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,10.0,10.0,5.0,8.666666666666666,6.5,5.555555555555556,9.0,5.3,6.168615866891729,8.33334,8.8,0.0,7.5,5.6,7.5,7.8125,7.0,7.34375,6.916665,6.2,6.166665,8.281250333333332,6.73,5.562542284489457,Ativo,2019.0,4.0,7.354537565457106,6.288889999999999,6.906596666666666
ALUNO-1158,8.0,,,Ametista,,,0.0,,,10.0,,,8.4,,,10.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,8.818335000000001,,,Desistiu em 2021,2019.0,,9.466666666666667,8.541675,0.0
ALUNO-1159,3.0,5.0,6.0,Topázio,Ametista,Ametista,1.0,0.0,1.0,5.0,5.0,5.0,9.333333333333334,8.6,6.844444444444444,9.9,8.3,9.00661079649251,9.16668,8.8,9.16668,6.875,7.5,6.875,8.125,8.3,8.125,8.944449999999998,8.4,8.944446666666666,8.552224666666667,8.014,7.875768381520724,Ativo,2019.0,6.0,7.442709841585587,8.063893333333333,8.473149444444443
ALUNO-1161,3.0,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,4.666666666666667,6.9,6.5,7.8,6.1,7.333072100313479,10.00002,7.9,8.33334,4.375,3.8,5.625,5.625,5.8,6.71875,6.1249975,8.1,7.2083375,6.2183348333333335,6.458,6.775990920062696,Ativo,2018.0,4.0,6.033304307442239,6.672226666666667,6.5961808333333325
ALUNO-1165,2.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,9.0,7.2,6.666666666666667,9.9,8.6,6.449675324675325,8.000020000000001,7.9,6.66667,7.5,7.5,7.5,7.5,7.7,8.28125,7.5,8.9,7.7916675,8.080002,7.765,6.926393898268398,Ativo,2019.0,4.0,6.979593554593555,7.511115,7.945486250000001
ALUNO-1166,2.0,2.0,,Quartzo,Quartzo,,0.0,0.0,,5.0,5.0,,4.0,3.5,,6.3,2.1,,9.50002,0.0,,5.0,6.9,,6.25,5.4,,5.277776666666666,5.7,,5.6905573333333335,3.979,,Desistiu em 2022,2017.0,,4.316666666666666,5.3500049999999995,5.656944166666666
ALUNO-1167,1.0,2.0,2.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,10.0,10.0,10.0,4.5,1.8,3.5,8.7,6.3,8.887667887667888,9.50002,10.0,8.000020000000001,6.25,7.5,7.5,8.125,6.9,6.458333333333334,8.0,6.2,7.555556666666667,7.627502,6.294,7.184480244200245,Ativo,2019.0,2.0,7.07640754307421,8.125006666666666,7.206481666666666
ALUNO-1168,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,5.0,5.0,5.0,10.0,6.9,6.666666666666666,8.5,9.6,8.27689594356261,7.916679999999999,9.5,8.91668,7.5,7.5,7.5,7.1875,8.1,5.833333333333334,7.916665,9.0,7.333333333333333,8.043751,8.104,7.180380522045855,Ativo,2020.0,1.0,7.215951401136587,8.138893333333334,7.561805277777779
ALUNO-1170,1.0,1.0,1.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,10.0,5.0,5.0,9.0,0.0,4.75,8.3,1.3,6.009891879457097,8.000020000000001,9.5,9.50002,7.5,8.1,7.5,7.1875,7.3,5.625,7.25,5.2,6.833325,8.178752,4.275,6.281145375891421,Ativo,2019.0,1.0,5.484432431050788,8.350006666666667,6.565970833333334
ALUNO-1171,3.0,3.0,4.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,10.0,10.0,10.0,8.333333333333334,9.2,7.911111111111111,9.5,8.9,9.895833333333334,9.58335,8.8,8.33334,6.25,6.3,5.625,8.749999999999998,9.2,7.8125,9.500006666666668,9.9,9.5000075,8.925003,9.025,8.63847438888889,Ativo,2019.0,4.0,9.304475308641976,7.4819483333333325,9.110419027777779
ALUNO-1172,1.0,,,Ágata,,,0.0,,,5.0,,,4.5,,,5.0,,,9.50002,,,7.5,,,7.1875,,,7.25,,,6.268752,,,Desistiu em 2021,2018.0,,4.833333333333333,8.50001,7.21875
ALUNO-1173,5.0,,,Quartzo,,,0.0,,,10.0,,,0.0,,,2.0,,,7.91667,,,3.75,,,6.875,,,5.833333333333335,,,4.420833666666667,,,Desistiu em 2021,2019.0,,4.0,5.833335,6.354166666666668
ALUNO-1174,5.0,6.0,6.0,Ametista,Ágata,Quartzo,1.0,0.0,0.0,10.0,10.0,5.0,5.0,6.0,5.877777777777777,7.0,7.2,5.366847826086957,7.08333,8.3,0.0,6.875,3.8,5.0,8.28125,6.7,6.5625,8.8333375,6.3,5.222213333333333,7.3906255,6.775,4.949617787439614,Ativo,2019.0,6.0,6.827180622651637,5.176388333333334,6.983216805555556
ALUNO-1175,1.0,1.0,,Quartzo,Ágata,,0.0,0.0,,5.0,5.0,,0.0,2.2,,5.1,6.3,,8.500020000000001,8.0,,7.5,7.5,,7.916666666666668,8.4,,7.277776666666666,6.7,,5.367224,5.915,,Desistiu em 2022,2020.0,,3.9333333333333336,7.875005,7.573610833333333
ALUNO-1176,5.0,5.0,6.0,Ametista,Ametista,Topázio,0.0,1.0,1.0,10.0,5.0,5.0,6.333333333333333,8.5,8.555555555555555,8.0,6.9,8.940746753246753,8.75001,9.2,9.16668,8.75,8.1,7.5,9.166666666666666,8.4,8.90625,8.500003333333334,9.3,9.833343333333334,8.233335,8.003,8.523222128427129,Ativo,2017.0,6.0,7.46995951579285,8.577781666666667,9.017710555555555
ALUNO-1178,2.0,,,Quartzo,,,0.0,,,5.0,,,4.25,,,3.1,,,8.000020000000001,,,6.875,,,7.1875,,,7.58333,,,5.692918,,,Desistiu em 2021,2019.0,,4.116666666666666,7.4375100000000005,7.385415
ALUNO-1181,0.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,5.0,5.0,5.0,10.0,7.6,7.083333333333334,10.0,9.6,9.444444444444445,9.000020000000001,9.0,8.500020000000001,5.625,5.6,7.5,2.5,8.1,5.833333333333334,7.66667,8.7,7.333333333333333,7.745836000000001,7.961,7.455557555555556,Ativo,2019.0,1.0,7.636419753086419,7.537506666666666,6.688889444444444
ALUNO-1187,2.0,,,Ágata,,,0.0,,,5.0,,,4.5,,,8.1,,,9.000020000000001,,,7.5,,,8.125,,,7.888886666666667,,,7.060279333333334,,,Desistiu em 2021,2019.0,,5.866666666666667,8.25001,8.006943333333334
ALUNO-1188,7.0,,,Quartzo,,,0.0,,,10.0,,,4.333333333333333,,,1.0,,,7.91667,,,7.5,,,7.03125,,,5.75,,,5.461458666666667,,,Desistiu em 2021,2019.0,,5.111111111111111,7.708335,6.390625
ALUNO-1189,8.0,,,Topázio,,,0.0,,,10.0,,,9.4,,,10.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,9.218335,,,Desistiu em 2021,2019.0,,9.799999999999999,8.541675,0.0
ALUNO-1190,2.0,2.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,10.0,5.0,10.0,8.0,6.1,5.000000000000001,9.6,8.8,7.413690476190476,8.500020000000001,8.5,7.91667,6.875,7.5,6.875,6.875,8.1,7.34375,6.777776666666665,8.3,6.166655,8.100557333333333,7.554,6.929611095238096,Ativo,2019.0,3.0,7.768187830687832,7.694448333333334,7.260530277777776
ALUNO-1191,3.0,3.0,4.0,Ágata,Quartzo,Topázio,0.0,0.0,0.0,10.0,10.0,10.0,3.333333333333333,1.9,7.888888888888889,9.5,2.5,9.333333333333334,7.91667,7.5,7.5,4.375,4.4,5.0,7.65625,7.1,8.28125,6.333335,4.2,8.2916725,6.828125666666667,4.615,8.180903944444445,Ativo,2017.0,4.0,7.161728395061727,6.115278333333333,6.977084583333334
ALUNO-1193,2.0,,,Ágata,,,0.0,,,10.0,,,3.75,,,6.8,,,9.000020000000001,,,7.5,,,7.083333333333333,,,7.222219999999999,,,6.912779333333333,,,Desistiu em 2021,2020.0,,6.8500000000000005,8.25001,7.152776666666666
ALUNO-1195,2.0,3.0,4.0,Ametista,Topázio,Topázio,0.0,0.0,1.0,10.0,10.0,10.0,7.0,7.4,7.955555555555556,8.8,8.6,9.419934640522875,8.500020000000001,9.2,7.5,7.5,7.5,8.125,8.4375,7.9,8.75,7.75,8.3,8.6666725,8.153752,8.322,8.645932539215686,Ativo,2020.0,4.0,8.79727668845316,8.05417,8.300695416666668
ALUNO-1197,6.0,7.0,,Ametista,Ametista,,0.0,0.0,,10.0,10.0,,5.333333333333333,7.8,,8.8,8.3,,8.75001,8.3,,6.25,7.5,,8.4375,7.8,,8.2500025,7.3,,7.820418166666667,8.04,,Desistiu em 2022,2016.0,,8.372222222222222,7.7000025,7.9468756250000006
ALUNO-1198,1.0,2.0,,Ágata,Quartzo,,0.0,0.0,,5.0,5.0,,7.5,2.4,,5.8,3.3,,9.000020000000001,9.5,,5.0,5.0,,7.083333333333333,6.7,,7.611106666666666,5.3,,6.790556666666666,4.814,,Desistiu em 2022,2020.0,,4.833333333333333,7.125005,6.67361
ALUNO-1200,6.0,,,Ametista,,,0.0,,,10.0,,,5.833333333333333,,,7.6,,,7.91667,,,6.25,,,7.5,,,8.333332500000001,,,7.520000166666668,,,Desistiu em 2021,2018.0,,7.81111111111111,7.083335,7.9166662500000005
ALUNO-1205,1.0,2.0,,Topázio,Ametista,,1.0,0.0,,10.0,10.0,,10.0,5.5,,9.5,9.2,,7.00002,8.5,,7.5,7.5,,8.125,7.3,,9.000005,8.9,,8.962503,8.04,,Desistiu em 2022,2019.0,,9.033333333333333,7.625005,8.331251250000001
ALUNO-1215,1.0,1.0,2.0,Topázio,Ametista,Ametista,1.0,0.0,0.0,5.0,5.0,5.0,10.0,6.3,8.5,9.5,10.0,10.0,10.00002,9.5,9.000020000000001,7.5,2.5,5.625,7.5,7.5,6.458333333333334,9.000005,8.4,8.000003333333334,8.700003,7.401,7.908336,Ativo,2019.0,2.0,7.699999999999999,7.354173333333333,7.809723611111111
ALUNO-1216,8.0,,,Ágata,,,0.0,,,10.0,,,9.4,,,0.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,7.218335,,,Desistiu em 2021,2019.0,,6.466666666666666,8.541675,0.0
